respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.16292071,0.11667949
26708,0.06635094,0.13531804
26709,0.80153733,0.9335811
26710,0.5691556,0.849514
26711,0.18271384,0.64117193
26712,0.7867629,0.9969815
26713,0.4675743,0.8206731
26714,0.1305888,0.29699364
26715,0.007887751,0.057932287
26716,0.20109439,0.86817384
26717,0.0138530135,0.75842535
26718,0.66129816,0.6881632
26719,0.0033444166,0.97682387
26720,0.005456984,0.36774895
26721,0.43843442,0.8432523
26722,0.072465956,0.086984396
26723,0.8663471,0.9671228
26724,0.003624022,0.7886164
26725,0.009552836,0.29091936
26726,0.009218276,0.06787911
26727,0.95237637,0.8848338
26728,0.08742514,0.30619663
26729,0.0945265,0.56066585
26730,0.017489761,0.35933125
26731,0.03409338,0.19146138
26732,0.056842834,0.24984679
26733,0.9957964,0.9907724
26734,0.8799828,0.24294764
26735,0.075196,0.3163882
26736,0.041007936,0.14856148
26737,0.012907505,0.5958226
26738,0.9161649,0.91822505
26739,0.100523025,0.4234439
26740,0.23522863,0.1985473
26741,0.038155884,0.9275401
26742,0.11221346,0.2207048
26743,0.18134657,0.3516122
26744,0.108962595,0.64060825
26745,0.053956658,0.6403581
26746,0.2538226,0.7018212
26747,0.07064289,0.21629748
26748,0.05257815,0.24676952
26749,0.1315946,0.69562066
26750,0.33242977,0.96036136
26751,0.70719725,0.6068373
26752,0.096396446,0.33015645
26753,0.7196287,0.5809282
26754,0.048791766,0.8332254
26755,0.12038928,0.77718043
26756,0.054528117,0.21972999
26757,0.5957562,0.73717606
26758,0.2709952,0.8325546
26759,0.005634755,0.52885437
26760,0.026006967,0.18213838
26761,0.19229737,0.8479749
26762,0.1770311,0.6053847
26763,0.9824316,0.9442947
26764,0.9086386,0.962945
26765,0.03709635,0.8030063
26766,0.12560475,0.20908338
26767,0.7831117,0.8076178
26768,0.009337217,0.3566736
26769,0.019071639,0.075062156
26770,0.13718513,0.8126538
26771,0.03764531,0.5197167
26772,0.15826601,0.7855866
26773,0.020205945,0.44902626
26774,0.012803376,0.7033646
26775,0.0028835535,0.3122232
26776,0.13390881,0.5844488
26777,0.07377699,0.9534427
26778,0.29828268,0.13396606
26779,0.36888957,0.90879583
26780,0.042013645,0.8745256
26781,0.46072853,0.8873831
26782,0.010155827,0.37062907
26783,0.025990397,0.4238221
26784,0.07794142,0.88675046
26785,0.36050647,0.5864225
26786,0.08115861,0.11891967
26787,0.02185911,0.4828774
26788,0.013779432,0.92494977
26789,0.0029826164,0.43170252
26790,0.016347736,0.20703593
26791,0.026115477,0.14265773
26792,0.038653195,0.7788757
26793,0.024928242,0.9821326
26794,0.86942136,0.74060297
26795,0.15396622,0.9783157
26796,0.009263456,0.047047466
26797,0.24959323,0.8246106
26798,0.44575202,0.24552989
26799,0.29785958,0.62130666
26800,0.024660468,0.9428679
26801,0.07033247,0.22902453
26802,0.18443769,0.44836712
26803,0.008533657,0.1346497
26804,0.008030891,0.23634714
26805,0.041288435,0.12869176
26806,0.003287524,0.8407216
26807,0.598038,0.9152766
26808,0.25477356,0.5649091
26809,0.90041214,0.53025734
26810,0.010090262,0.52479625
26811,0.0072827637,0.031107336
26812,0.43285376,0.96615744
26813,0.68558717,0.31069848
26814,0.0061047077,0.72921973
26815,0.034074664,0.15186617
26816,0.043667883,0.15481952
26817,0.018373638,0.7355444
26818,0.09890026,0.6597002
26819,0.062272847,0.13105682
26820,0.026271284,0.23422214
26821,0.020335257,0.82163787
26822,0.2203179,0.7762576
26823,0.13822696,0.5367998
26824,0.0022691786,0.7950925
26825,0.45267013,0.94426906
26826,0.014543235,0.89069796
26827,0.004557729,0.5138475
26828,0.28084263,0.6015426
26829,0.9804187,0.9189978
26830,0.009407818,0.71056616
26831,0.022744715,0.9050789
26832,0.017153978,0.6766859
26833,0.09506947,0.9307164
