respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.26567423,0.39802408
26708,0.22314236,0.2001212
26709,0.29737985,0.89431775
26710,0.662458,0.80585176
26711,0.41299585,0.62682307
26712,0.665985,0.9525546
26713,0.2605366,0.67789495
26714,0.20148173,0.3267548
26715,0.072737515,0.2137208
26716,0.21614456,0.8894565
26717,0.10633436,0.62412673
26718,0.38499978,0.5725517
26719,0.117614806,0.91756785
26720,0.1102483,0.46108004
26721,0.3150664,0.50110817
26722,0.15105101,0.35032445
26723,0.75690603,0.9058809
26724,0.059174597,0.77195656
26725,0.121126294,0.33802444
26726,0.09995395,0.26946998
26727,0.3162822,0.9070951
26728,0.31042224,0.59241164
26729,0.21414164,0.6691555
26730,0.100596905,0.5869334
26731,0.18157369,0.24306446
26732,0.33419597,0.42381346
26733,0.9496429,0.9367881
26734,0.8496959,0.4769822
26735,0.19961828,0.44170144
26736,0.11151233,0.33703998
26737,0.132981,0.27643657
26738,0.7905699,0.8056432
26739,0.30043513,0.35058928
26740,0.51542765,0.30575556
26741,0.19353405,0.8915118
26742,0.09627077,0.4253303
26743,0.20403409,0.45746735
26744,0.09099075,0.8072132
26745,0.23677295,0.7843434
26746,0.33997214,0.6504235
26747,0.18706068,0.3801913
26748,0.33188224,0.30409873
26749,0.17952868,0.73583096
26750,0.27706057,0.78415114
26751,0.2593389,0.7264528
26752,0.2346775,0.47685695
26753,0.23098826,0.80971473
26754,0.1677965,0.541353
26755,0.33936715,0.75673103
26756,0.1584498,0.14587486
26757,0.27789077,0.59732336
26758,0.5906446,0.7291674
26759,0.09073761,0.40782058
26760,0.13816917,0.23781165
26761,0.34586424,0.7829058
26762,0.24345571,0.81517583
26763,0.8892946,0.8753164
26764,0.94663596,0.9631312
26765,0.17792144,0.8388562
26766,0.16597134,0.30746087
26767,0.88496864,0.8162081
26768,0.048692882,0.66523606
26769,0.1824154,0.567109
26770,0.18829829,0.7264838
26771,0.15720505,0.29277933
26772,0.12177971,0.56866693
26773,0.23728168,0.39156815
26774,0.16428253,0.41358
26775,0.0493128,0.64166623
26776,0.43809834,0.49960592
26777,0.15970561,0.8496702
26778,0.34009606,0.3588103
26779,0.3153882,0.73458874
26780,0.13336417,0.9050409
26781,0.18555683,0.5095537
26782,0.116775006,0.50912845
26783,0.123732924,0.42311478
26784,0.2644796,0.7567005
26785,0.4393317,0.74344003
26786,0.1481247,0.3709956
26787,0.09333369,0.66217947
26788,0.11891332,0.84225756
26789,0.062380403,0.4222043
26790,0.11847484,0.53366923
26791,0.17180943,0.3860978
26792,0.0767172,0.76623994
26793,0.24028718,0.9254048
26794,0.7435849,0.7929465
26795,0.3084575,0.942396
26796,0.08339122,0.21022883
26797,0.22618747,0.8013376
